query_id,image_id,image_path
4,2879275,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/4c968989-675b-4fba-9c92-95b9f9b6b746.jpg
4,65600,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/4d01e2ba-d66e-4a8b-905c-ef8c70c6a5cb.jpg
4,3295591,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/3308ef6c-35a7-4744-94c0-e373a1291948.jpg
4,3618209,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/348cec7c-f456-438e-bd6f-91fba278f9f9.jpg
4,3845796,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/b5ef068d-9441-4272-8acf-bfa1828e28f4.jpg
4,3340805,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/81e62290-70f6-4aca-afe0-0593c005c384.jpg
4,2286800,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/6034025c-aa22-4780-ab57-5259f15cb936.jpg
4,1934561,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/02f5ceb5-40f0-494f-a59b-de1a1916671b.jpg
4,1235792,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/e738a748-85ac-4e96-9bb4-d8eb690e45a5.jpg
4,509411,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/324307b7-8942-4372-8ce8-3edbeb2a2f24.jpg
4,2035473,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/247051f9-95e3-467a-b801-5a4ec03e79fb.jpg
4,2650070,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/8a1fd7f4-c091-4573-8749-521d6dfe1616.jpg
4,3984782,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/9a2f5fa2-20a4-4b3b-8782-360e3ced7ca0.jpg
4,1949733,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/0b8d6c1f-7e99-49ee-bbca-9e9ac50b647f.jpg
4,1920533,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/259b7a19-31d0-4870-91f7-d2130318e37d.jpg
4,1655259,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/29065456-86cb-49a2-897d-4cf39298bbc2.jpg
4,546305,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/d65f3761-abf9-4c00-9dbd-0743e46fb0f0.jpg
4,3742404,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/c079f9aa-2a95-4001-8f66-61ec4581f290.jpg
4,3245897,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/43505b56-005a-4bf6-81d6-b008dcd982c2.jpg
4,174477,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/b66aa364-278e-4bd4-b009-2b2cba667ace.jpg
4,3345000,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/2adde0d3-58b6-47e8-ba50-c389a3b13401.jpg
4,1503761,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/c7c9f359-6c3e-42b9-aafe-b16b5300cb1e.jpg
4,3323784,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/ce82012e-4710-4133-a5af-08e627c78296.jpg
4,3789115,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/b3540b63-9d5c-4a5d-aab5-20b9cab011aa.jpg
4,1625338,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/a8f5d34c-8f3e-47eb-b870-b243f4255648.jpg
4,3614486,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/4fff4483-acbd-408a-96d5-e13c7126146b.jpg
4,284270,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/b219e2e0-d364-4fc9-b892-664925aa0976.jpg
4,1592501,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/6b0df5aa-38b4-4423-b1f3-72b0d3ad1f13.jpg
4,3547953,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/b18265e6-99ee-43b3-aed8-ad3e35a4c163.jpg
4,2352455,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/c051c560-8965-47bc-b954-e226ebf3b096.jpg
4,3216507,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/f61727c6-76a6-431e-8b37-c1c84ff5e56e.jpg
4,3321692,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/2d023b29-92f2-41d1-8af6-67942139e41d.jpg
4,2926063,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/907c3310-3715-4ade-ab50-09f83818d9c1.jpg
4,1011910,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/b9dab96e-78e1-493c-9ddd-14da20dc402e.jpg
4,2858650,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/219a6695-1940-426f-afcf-8eb92118abb4.jpg
4,3667142,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/4a526db5-bb7f-40e0-88a8-a6ac60456b77.jpg
4,1054407,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/af42fc60-03be-4501-aeaa-175f5acf0f1e.jpg
4,376067,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/ce27cb15-844a-4613-97ae-a9938f404ea6.jpg
4,3869014,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/b03a60de-4a67-42b0-8c9c-74dcf6121675.jpg
4,127240,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/6d9670e0-8b77-4916-857c-ce8b5efbbbc4.jpg
4,4591654,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/e144dba4-1c1a-4642-a8b6-4ea0829f22c4.jpg
4,2616752,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/0bfb97fd-4a9f-40ad-8c9e-0ac97c4a5572.jpg
4,3965242,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/79aa9063-b1f1-4253-a74e-ec7ece2b63d8.jpg
4,1060512,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/9b787124-669c-4d86-826e-873e02d6a33d.jpg
4,4499540,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/8ec67eb6-3b5b-44f8-9df5-a80117bb2459.jpg
4,129169,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/f3bf5c71-0e3c-44f9-b3ec-9db06fdf52f9.jpg
4,4628156,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/12f27aea-6f3f-4d2f-b95f-3fb4035f4a61.jpg
4,3352642,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/e2a8c8f3-fee5-4c41-94f2-c35fdba7738d.jpg
4,2366540,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/2903b773-782c-4dee-8447-870406b5661a.jpg
4,4491761,train/03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta/133c33d9-8241-49fb-b218-ff74559f88d5.jpg
4,152592,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/ee977fab-05b5-417d-87ff-0e815cdc4f2b.jpg
4,3566984,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/27357cd6-3d0b-4d31-9df1-fefd6d9cc763.jpg
4,1539223,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/eaaf521c-5b29-4122-9513-cc62e8c7573a.jpg
4,3894133,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/7012c74d-7a60-4332-a744-2db250c6fd9e.jpg
4,1800553,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/211d0d9d-2f8a-42e4-b655-bd42b8f87171.jpg
4,3185031,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/98714029-02c7-4707-b377-4728ce14cfcb.jpg
4,2708417,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/8946d271-1d8e-4fcb-ad8f-ad25ab712f4e.jpg
4,3272709,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/420f3d62-e542-4d7e-9ee6-3a195296636f.jpg
4,3527720,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/52184591-4da1-4b50-9bd7-6c42c600be2a.jpg
4,1903341,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/c47a22ef-71b1-4172-bf7f-a7e09de388f3.jpg
4,1233085,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/0f7bfffb-33fc-402a-8603-a9aed94e90a1.jpg
4,3660371,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/9ae6c7db-a800-4986-a361-47404c988e1a.jpg
4,421968,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/3e6835d4-e54b-471e-bb2b-21dc5ba3b579.jpg
4,4005641,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/6890edf5-47bc-40c4-91b2-efccfa150514.jpg
4,2179584,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/64348f6f-158c-4dc4-aba7-07891c57db13.jpg
4,1674826,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/6b0041d8-fdd8-4104-909e-eb347077eb41.jpg
4,3419839,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/a2660a65-915b-428f-bcd0-be1c84d43ce8.jpg
4,476825,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/824e27c6-f078-4004-a7af-2c5e3e873605.jpg
4,1549577,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/bf6c033f-0615-430c-8fd0-693191d36c84.jpg
4,2983305,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/a64505ba-05b5-4a31-a682-420119d7f17c.jpg
4,4547679,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/fe2c980e-ff40-42f3-ab57-37cc4bd88dbc.jpg
4,479207,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/67f19392-1515-4dbc-abfd-20285b878c68.jpg
4,1827436,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/aa27d1a1-5963-4a05-b5d5-b0dec17fa1ce.jpg
4,2040688,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/65853bfc-c9f3-4e7d-b4a8-f75b664a6ed0.jpg
4,190670,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/4f69a9bd-0d04-4380-bc0c-9a4b2c953c00.jpg
4,1786708,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/b62499be-a41b-4cd3-a91c-23b4bd3b649b.jpg
4,3090001,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/222d0dff-2a8a-4362-9a99-709aa371c4c4.jpg
4,2117344,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/120b5bc3-0c8d-484b-abec-6381fcf683b3.jpg
4,1835112,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/e196ef80-28df-470c-a95e-2e1d30a50b36.jpg
4,2962145,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/4abcb284-38ba-4a37-ad03-792292cc06f9.jpg
4,1659530,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/1cc64b8e-416b-4cbf-95c7-203e83c285f3.jpg
4,4194821,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/c7856fb1-3e55-4136-8549-b84b42ca8f30.jpg
4,4560397,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/0ea2f6db-1f5b-4207-b494-94bc3ab9013a.jpg
4,1522731,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/946b0900-ecd7-465c-9a05-6f8e13180b63.jpg
4,3984086,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/1bb33dc6-c29a-42df-814c-9fbe6719ce75.jpg
4,1835211,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/f8e5f604-8d0d-4061-927b-de82b6be097e.jpg
4,3343610,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/316d8273-a699-49f7-bef7-106cf788e388.jpg
4,1718808,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/1189d208-9a29-475f-b5fa-a91109726098.jpg
4,85485,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/a8170168-583b-45e8-ab23-9db158d808af.jpg
4,1602147,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/f4527e33-9959-46e6-ac0d-8410521a22c2.jpg
4,357257,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/8ad7719c-d3dd-445c-8096-ebd47737f95b.jpg
4,3089423,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/32e9e4c9-6733-4a22-a36b-21b3eee2f9ce.jpg
4,393062,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/d1aa1929-4380-49ea-8581-4f8fdb2d1d49.jpg
4,1999410,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/2535dd06-941d-447b-8a0b-9beff082275d.jpg
4,393654,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/66439463-a8f4-4626-8594-71c1b9ed096b.jpg
4,35854,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/c4328042-305f-4d14-b84a-cf145adb116a.jpg
4,1837900,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/00d50db7-f282-4620-a8d4-a31313a69e19.jpg
4,541892,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/466240b5-5ec9-4aff-9fa3-80ead3ee8c72.jpg
4,1131038,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/848d7593-a9b3-43fe-bbea-658adefe5fb7.jpg
4,3434106,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/39a80e34-8d13-43b1-9db1-09b6a22f431f.jpg
4,202520,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/23316d53-1c47-42b1-ae49-93653a913b95.jpg
4,4137360,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/2a61a66a-5808-453b-b93b-0da76e07ba60.jpg
4,3729440,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/4e39a0b6-0d0c-402f-9530-042e7d6bbe38.jpg
4,243608,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/0ba3d43f-4255-4a20-8add-aefb4d6a1d7e.jpg
4,287270,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/d75280ac-3338-4df8-9e1e-aa229d995bce.jpg
4,3365116,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/8d6a42aa-4e15-480b-b6be-2f2b0acfdf64.jpg
4,3246370,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/63a39a30-798f-4a79-b50a-9e005cd0e662.jpg
4,1841649,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/2f07b29d-9d23-427b-b756-4d3d4ceb75e8.jpg
4,1933783,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/7797d3c3-beb5-46dc-9f20-81627cf76719.jpg
4,2024654,train/03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna/f531d1a9-b353-4971-b033-e02ea0524514.jpg
